"","time","gaze_target","left.pupil_diameter_mm","right.pupil_diameter_mm"
"526",12.943,"leftwall",3.172668,3.335068
"527",12.965,"leftwall_5",3.179443,3.318115
"528",12.994,"leftwall_5",3.178146,3.390915
"529",13.017,"leftwall_5",3.155716,3.372467
"530",13.04,"leftwall_5",3.260437,3.473785
"531",13.065,"leftwall_5",3.436935,3.386368
"536",13.181,"Screen_95",3.729828,3.488098
"537",13.202,"CartoonTeacher",3.779022,3.100845
"538",13.225,"CartoonTeacher",3.774078,3.284485
"539",13.247,"CartoonTeacher",3.653595,3.452072
"540",13.268,"CartoonTeacher",3.619278,3.256271
"541",13.291,"Screen_95",3.533508,3.412231
"542",13.314,"CartoonTeacher",3.489426,3.587433
"543",13.334,"Screen_95",3.450363,3.499619
"544",13.357,"CartoonTeacher",3.498764,3.395111
"545",13.38,"CartoonTeacher",3.546677,3.391129
"546",13.402,"CartoonTeacher",3.482849,3.423035
"547",13.424,"CartoonTeacher",3.514206,3.454391
"548",13.446,"CartoonTeacher",3.45401,3.278625
"549",13.469,"CartoonTeacher",3.474991,3.3134
"550",13.491,"CartoonTeacher",3.485336,3.389679
"551",13.512,"CartoonTeacher",3.527878,3.337601
"552",13.536,"CartoonTeacher",3.519669,3.480637
"553",13.558,"CartoonTeacher",3.540726,3.388626
"554",13.58,"CartoonTeacher",3.466385,3.415222
"555",13.602,"CartoonTeacher",3.461273,3.447617
"556",13.624,"CartoonTeacher",3.498901,3.378494
"557",13.645,"CartoonTeacher",3.29599,3.37471
"558",13.669,"CartoonTeacher",3.392044,3.408554
"559",13.69,"CartoonTeacher",3.406631,3.347107
"560",13.712,"CartoonTeacher",3.389465,3.33757
"561",13.737,"CartoonTeacher",3.383896,3.26442
"562",13.757,"CartoonTeacher",3.345108,3.282715
"563",13.779,"CartoonTeacher",3.329422,3.25914
"564",13.804,"CartoonTeacher",3.310196,3.254242
"565",13.826,"CartoonTeacher",3.38385,3.175552
"566",13.85,"CartoonTeacher",3.43988,3.137665
"567",13.873,"CartoonTeacher",3.426926,3.099365
"568",13.897,"CartoonTeacher",3.531082,3.151123
"569",13.921,"CartoonTeacher",3.427887,3.163193
"570",13.947,"CartoonTeacher",3.406082,3.131622
"571",13.971,"CartoonTeacher",3.349091,3.164444
"572",13.994,"CartoonTeacher",3.404022,3.189865
"573",14.018,"CartoonTeacher",3.367142,3.158722
"574",14.047,"CartoonTeacher",3.395264,3.131744
"575",14.08,"CartoonTeacher",3.365982,3.150787
"576",14.113,"CartoonTeacher",3.428131,3.223221
"579",14.213,"CartoonTeacher",3.32991,3.170807
"580",14.247,"CartoonTeacher",3.350021,3.226868
"581",14.28,"CartoonTeacher",3.309326,3.331467
"582",14.313,"CartoonTeacher",3.207947,3.330124
"583",14.347,"CartoonTeacher",3.177338,3.236954
"584",14.38,"CartoonTeacher",3.202072,3.235886
"585",14.413,"CartoonTeacher",3.214813,3.225082
"586",14.447,"CartoonTeacher",3.212311,3.158203
"587",14.48,"CartoonTeacher",3.397385,3.199524
"588",14.513,"Screen_95",3.524933,3.340836
"589",14.547,"FrontWall",3.564819,3.327866
"590",14.58,"FrontWall",3.481613,3.326385
"591",14.613,"FrontWall",3.573792,3.336288
"592",14.647,"FrontWall",3.495728,3.258087
"593",14.679,"FrontWall",3.518341,3.362259
"594",14.714,"frontcabin",3.640762,3.35405
"595",14.746,"frontcabin",3.533432,3.547913
"596",14.768,"frontcabin",3.426041,3.271286
"597",14.79,"frontcabin",3.508621,3.321091
"598",14.812,"frontcabin",3.587814,3.2444
"599",14.835,"frontcabin",3.59024,3.282684
"600",14.857,"frontcabin",3.576569,3.403763
"601",14.88,"frontcabin",3.396591,3.38118
"602",14.902,"frontcabin",3.491714,3.392395
"603",14.924,"frontcabin",3.460678,3.462555
"604",14.946,"frontcabin",3.516342,3.480469
"605",14.969,"frontcabin",3.424728,3.437469
"606",14.991,"frontcabin",3.403885,3.404129
"607",15.013,"frontcabin",3.399429,3.531845
"608",15.037,"frontcabin",3.248764,3.35083
"609",15.058,"frontcabin",3.302353,3.068207
"610",15.081,"S16_C",3.248016,3.161499
"611",15.102,"Screen_95",3.201859,3.137711
"612",15.125,"CartoonTeacher",3.127075,3.133911
"613",15.146,"CartoonTeacher",3.196091,3.168472
"614",15.169,"CartoonTeacher",3.186798,3.165329
"615",15.191,"CartoonTeacher",3.175385,3.159882
"616",15.214,"CartoonTeacher",3.171722,3.226501
"617",15.237,"CartoonTeacher",3.154648,3.034348
"618",15.257,"CartoonTeacher",3.139938,3.084137
"619",15.28,"CartoonTeacher",3.125732,3.168716
"620",15.302,"CartoonTeacher",3.125092,3.061676
"621",15.324,"CartoonTeacher",3.13559,3.044418
"622",15.347,"CartoonTeacher",3.093048,3.160339
"623",15.369,"CartoonTeacher",3.097519,3.144135
"624",15.391,"CartoonTeacher",3.156967,3.093872
"625",15.413,"CartoonTeacher",3.115067,3.042282
"626",15.436,"S16_C",3.173813,3.067123
"627",15.458,"S16_C",3.11821,3.128647
"628",15.48,"S16_C",3.234039,3.230255
"631",15.546,"S16_C",2.842239,2.888168
"632",15.568,"S16_C",3.235306,3.020584
"633",15.591,"S16_C",3.221619,3.050827
"634",15.613,"S16_C",3.252411,3.141693
"635",15.635,"S16_C",3.268829,3.220535
"636",15.657,"S16_C",3.387131,3.197891
"637",15.68,"S16_C",3.300385,3.214523
"638",15.702,"S16_C",3.324387,3.238754
"639",15.724,"S16_C",3.269806,3.216217
"640",15.746,"S16_C",3.232544,3.181137
"641",15.768,"S16_C",3.272552,3.256653
"642",15.79,"S16_C",3.277115,3.210342
"643",15.812,"S16_C",3.270752,3.209076
"644",15.835,"S16_C",3.252655,3.216125
"645",15.857,"S16_C",3.274765,3.219543
"646",15.879,"S16_C",3.295502,3.260742
"647",15.902,"CartoonTeacher",3.29184,3.295456
"648",15.924,"CartoonTeacher",3.201294,3.254105
"649",15.946,"CartoonTeacher",3.223831,3.240494
"650",15.968,"CartoonTeacher",3.283112,2.956512
"651",15.991,"FrontWall",3.045532,3.236664
"652",16.013,"FrontWall",3.052155,3.229324
"653",16.036,"rightwall1",3.09906,3.219376
"654",16.058,"empty",3.091278,3.207779
"655",16.08,"empty",3.089127,3.191559
"656",16.103,"rightwall1",3.08873,3.188004
"657",16.125,"empty",3.089081,3.18541
"658",16.147,"rightwall1",3.088425,3.190903
"659",16.169,"empty",3.094482,3.189163
"660",16.191,"empty",3.116501,3.186234
"661",16.213,"empty",3.301483,3.077026
"662",16.236,"CartoonTeacher",3.1129,3.150116
"663",16.258,"CartoonTeacher",3.1754,3.153656
"664",16.28,"CartoonTeacher",3.175079,3.079559
"665",16.303,"CartoonTeacher",3.180603,3.207886
"666",16.325,"CartoonTeacher",3.170761,3.185608
"667",16.346,"CartoonTeacher",3.166901,3.147858
"668",16.369,"CartoonTeacher",3.147598,3.109756
"669",16.391,"CartoonTeacher",3.143631,3.105545
"670",16.413,"CartoonTeacher",3.138031,3.095337
"671",16.437,"CartoonTeacher",3.138153,3.083267
"672",16.457,"CartoonTeacher",3.056351,3.039093
"673",16.48,"CartoonTeacher",3.071594,3.070343
"674",16.502,"CartoonTeacher",3.114395,3.043396
"675",16.524,"CartoonTeacher",3.126175,3.065247
"676",16.546,"CartoonTeacher",3.161041,3.096359
"677",16.569,"CartoonTeacher",2.9711,3.079422
"678",16.592,"CartoonTeacher",3.142914,3.094574
"679",16.613,"CartoonTeacher",3.065109,3.101974
"680",16.635,"CartoonTeacher",3.059708,2.990677
"681",16.657,"CartoonTeacher",3.192276,3.076965
"682",16.679,"CartoonTeacher",3.150345,3.027344
"683",16.701,"CartoonTeacher",3.248535,3.043777
"684",16.724,"CartoonTeacher",3.115829,2.993484
"685",16.745,"frontcabin",3.339325,2.855789
"686",16.769,"frontcabin",2.929886,2.60376
"687",16.79,"frontcabin",3.188293,2.88501
"688",16.813,"frontcabin",3.173904,2.954559
"689",16.835,"frontcabin",3.140198,2.974625
"690",16.857,"frontcabin",3.073105,3.064987
"691",16.879,"frontcabin",2.962982,2.974426
"692",16.902,"frontcabin",3.131485,3.038574
"693",16.924,"frontcabin",3.164108,2.954239
"694",16.946,"frontcabin",2.922379,3.022125
"695",16.968,"frontcabin",3.090515,3.045288
"696",16.99,"frontcabin",3.20459,2.859283
"697",17.013,"frontcabin",3.145508,3.025116
"698",17.035,"frontcabin",3.035675,3.102158
"699",17.056,"frontcabin",3.087265,3.049133
"700",17.078,"frontcabin",3.058945,3.037354
"701",17.101,"frontcabin",2.984268,3.057709
"702",17.124,"frontcabin",3.061218,3.055603
"703",17.145,"frontcabin",3.021393,3.106796
"704",17.168,"frontcabin",3.169647,2.993668
"705",17.19,"frontcabin",2.912079,3.000763
"706",17.212,"frontcabin",3.086395,2.820618
"707",17.234,"frontcabin",3.206116,2.936478
"708",17.257,"frontcabin",3.12532,3.032394
"709",17.279,"frontcabin",3.035385,3.069382
"710",17.302,"frontcabin",2.958527,3.001678
"711",17.324,"FrontWall",3.014526,3.032959
"712",17.345,"Screen_95",3.001129,3.159485
"713",17.368,"Screen_95",3.072342,3.169754
"714",17.39,"Screen_95",3.145981,3.108902
"715",17.413,"Screen_95",3.117722,3.091919
"716",17.435,"Screen_95",3.071625,3.162369
"717",17.458,"Screen_95",3.07605,3.133392
"718",17.483,"Screen_95",3.082108,3.121292
"719",17.5,"Screen_95",3.077103,3.189255
"720",17.521,"Screen_95",3.098007,3.188675
"721",17.543,"Screen_95",3.127731,3.139053
"722",17.566,"Screen_95",3.262772,3.226044
"723",17.588,"Screen_95",3.164749,3.363159
"724",17.611,"Screen_95",3.262192,3.369888
"725",17.632,"Screen_95",3.185852,3.360092
"726",17.655,"Screen_95",3.320007,3.255981
"727",17.677,"Screen_95",3.248215,3.398819
"728",17.7,"Screen_95",3.261932,3.407806
"729",17.721,"Screen_95",3.247772,3.223007
"730",17.744,"Screen_95",3.277603,3.149734
"731",17.767,"Screen_95",3.127319,3.142487
"732",17.789,"Screen_95",3.163589,3.196716
"733",17.81,"Screen_95",3.142639,3.194336
"734",17.832,"Screen_95",3.227905,3.208679
"735",17.855,"Screen_95",3.22081,3.175156
"736",17.878,"Screen_95",3.142731,3.109467
"737",17.9,"Screen_95",3.142319,3.225143
"738",17.922,"Screen_95",3.173309,3.060974
"739",17.944,"Screen_95",3.136139,3.08075
"740",17.966,"Screen_95",3.124359,3.040359
"741",17.988,"Screen_95",3.128448,3.087692
"742",18.01,"Screen_95",3.172638,3.238068
"743",18.033,"Screen_95",3.167694,3.244446
"744",18.055,"Screen_95",3.126831,3.309402
"745",18.077,"Screen_95",3.154861,3.226898
"746",18.099,"Screen_95",3.237183,3.280701
"747",18.122,"Screen_95",3.167877,3.24855
"748",18.144,"Screen_95",3.186005,3.333237
"749",18.166,"Screen_95",3.330933,3.268402
"750",18.188,"Screen_95",3.293777,3.24733
"751",18.211,"Screen_95",3.3629,3.234955
"752",18.234,"Screen_95",3.356522,3.373718
"753",18.255,"Screen_95",3.316452,3.272873
"754",18.278,"Screen_95",3.372452,3.346771
"755",18.301,"Screen_95",3.301743,3.32077
"756",18.323,"SM_Blackboard_Tafel_unten_low_101",3.452591,3.629395
"757",18.346,"leftwall_5",3.518112,3.492065
"758",18.369,"S14_C",3.54184,3.438995
"759",18.39,"S14_C",3.384399,3.593292
"760",18.411,"S14_C",3.365173,3.574585
"761",18.436,"S14_C",3.25589,3.589249
"762",18.46,"S14_C",3.25116,3.573669
"763",18.48,"S14_C",3.516022,3.430618
"764",18.504,"S14_C",3.486267,3.515305
"765",18.528,"S14_C",3.402115,3.482315
"766",18.555,"leftwall",3.466354,3.338745
"767",18.588,"S14_C",3.302658,3.274979
"768",18.622,"S14_C",3.215378,3.304657
"769",18.654,"S14_C",3.141739,3.41066
"770",18.688,"S14_C",3.217773,3.493729
"771",18.721,"S14_C",3.323044,3.295898
"772",18.754,"S14_C",3.382462,3.383392
"773",18.788,"S14_C",3.371902,3.244965
"774",18.822,"S14_C",3.411728,3.41217
"775",18.855,"S14_C",3.20108,3.475052
"776",18.888,"S13_C",3.49791,3.58548
"777",18.922,"S13_C",3.355362,3.519913
"778",18.953,"S13_C",3.315674,3.592422
"779",18.987,"S12_C",3.405884,3.48172
"780",19.02,"S12_C",3.413391,3.45372
"781",19.054,"S12_C",3.487686,3.453842
"782",19.087,"window1",3.493271,3.503006
"783",19.121,"S24_C",3.448166,3.561188
"784",19.155,"S24_C",3.405792,3.351624
"785",19.187,"S24_C",3.488861,3.50943
"786",19.221,"leftwall_3",3.249313,3.503693
"787",19.254,"S24_C",3.224487,3.470413
"788",19.288,"leftwall",3.359512,3.563553
"789",19.31,"S24_C",3.415634,3.570953
"790",19.332,"S24_C",3.335892,3.486908
"791",19.354,"S24_C",3.251236,3.467834
"792",19.377,"S24_C",3.252853,3.349823
"793",19.399,"S24_C",3.333435,3.290756
"794",19.422,"S24_C",3.157425,3.296097
"795",19.443,"S24_C",3.178833,3.306473
"796",19.465,"S24_C",3.248886,3.396484
"797",19.487,"S24_C",3.260468,3.387299
"798",19.51,"S24_C",3.160339,3.4077
"799",19.532,"S24_C",3.272369,3.363113
"800",19.555,"S24_C",3.246536,3.367508
"801",19.577,"S24_C",3.300095,3.286255
"802",19.6,"S24_C",3.299667,3.205429
"803",19.623,"S24_C",3.32605,3.210754
"804",19.647,"S24_C",3.211502,3.227066
"805",19.669,"S24_C",3.218704,3.195862
"806",19.689,"S24_C",3.184982,3.076111
"807",19.712,"leftwall",3.255722,3.11438
"808",19.736,"S12_C",3.301453,3.161819
"809",19.758,"S12_C",3.291656,3.23201
"810",19.779,"S12_C",3.294769,3.162201
"811",19.802,"S12_C",3.295868,3.129471
"812",19.826,"S12_C",3.328033,3.098801
"813",19.849,"S12_C",3.268829,3.164566
"814",19.871,"leftwall",3.301788,3.239105
"815",19.895,"S13_C",3.346466,3.155731
"816",19.918,"S13_C",3.254318,3.172073
"817",19.94,"S13_C",3.312439,3.231186
"818",19.962,"S13_C",3.314407,3.230789
"819",19.987,"S13_C",3.323364,3.224136
"820",20.012,"S13_C",3.336578,3.219055
"821",20.036,"S13_C",3.343613,3.225998
"822",20.06,"S13_C",3.324387,3.227066
"823",20.088,"S13_C",3.361145,3.226685
"824",20.109,"S13_C",3.334686,3.224869
"825",20.133,"S13_C",3.301666,3.228104
"826",20.154,"S13_C",3.341873,3.306076
"827",20.178,"S13_C",3.319794,3.296173
"828",20.198,"S13_C",3.259644,3.28978
"829",20.22,"S13_C",3.350937,3.25499
"830",20.244,"S13_C",3.336044,3.400513
"831",20.267,"window1",3.35881,3.372131
"832",20.29,"window1",3.054276,3.431885
"833",20.31,"window1",3.336639,3.28183
"834",20.333,"window1",3.276932,3.317673
"835",20.358,"window1",3.295929,3.391174
"836",20.379,"window1",3.280365,3.351547
"837",20.399,"window1",3.180344,3.316223
"838",20.421,"window1",3.168884,3.322205
"839",20.443,"window1",3.210464,3.360535
"840",20.466,"window1",3.113022,3.360519
"841",20.487,"window1",3.242035,3.251312
"842",20.511,"window1",3.138306,3.218857
"843",20.533,"window1",3.211639,3.102768
"844",20.555,"window1",3.235947,3.276398
"845",20.578,"window1",3.235092,3.196411
"846",20.601,"window1",3.194199,3.204315
"847",20.621,"leftwall",3.187836,3.193314
"848",20.643,"leftwall",3.186249,3.200912
"849",20.666,"leftwall",3.126068,3.197662
"850",20.688,"leftwall",3.12114,3.212677
"851",20.71,"leftwall",3.12059,3.225113
"852",20.733,"ceiling",3.108902,3.226135
"853",20.755,"ceiling",3.107498,3.223297
"854",20.778,"ceiling",3.110138,3.210358
"855",20.8,"ceiling",3.105392,3.207062
"856",20.822,"ceiling",3.096344,3.203018
"857",20.844,"ceiling",3.079727,3.204834
"858",20.866,"ceiling",3.12323,3.18396
"859",20.889,"ceiling",3.023422,3.198166
"860",20.91,"ceiling",3.18045,3.126862
"861",20.932,"ceiling",3.101227,3.009903
"862",20.955,"ceiling",3.168274,3.013
"863",20.977,"ceiling",3.15329,2.993286
"864",21.001,"ceiling",3.156158,3.0849
"865",21.023,"ceiling",3.092621,3.051315
"866",21.045,"ceiling",3.057983,3.024292
"867",21.068,"ceiling",3.045242,2.90184
"868",21.091,"ceiling",3.078949,3.02916
"869",21.113,"ceiling",3.047165,3.022263
"870",21.132,"ceiling",3.042831,3.009766
"871",21.161,"ceiling",3.245865,3.201187
"872",21.182,"ceiling",3.191696,3.196762
"873",21.205,"ceiling",3.203094,3.277252
"874",21.227,"ceiling",3.259506,3.219009
"875",21.25,"ceiling",3.207306,3.127518
"876",21.271,"FrontWall",3.280746,3.209259
"877",21.293,"Screen_95",3.422852,3.270752
"878",21.313,"Screen_95",3.488602,3.288269
"879",21.337,"Screen_95",3.425873,3.240936
"880",21.358,"Screen_95",3.405518,3.517151
"881",21.381,"Screen_95",3.668579,3.531021
"882",21.402,"Screen_95",3.334824,3.473541
"883",21.425,"Screen_95",3.475693,3.333344
"884",21.446,"Screen_95",3.491547,3.370773
"885",21.468,"Screen_95",3.503311,3.407242
"886",21.49,"Screen_95",3.443192,3.364777
"887",21.511,"Screen_95",3.402618,3.201935
"888",21.533,"Screen_95",3.163177,3.318771
"889",21.554,"Screen_95",3.30191,3.260056
"890",21.578,"Screen_95",3.437363,3.211609
"891",21.598,"Screen_95",3.088043,3.283051
"892",21.62,"Screen_95",3.330811,3.265488
"893",21.643,"Screen_95",3.439117,3.421127
"894",21.666,"FrontWall",3.386719,3.665848
"895",21.687,"frontdoor_5",3.321533,3.509979
"896",21.709,"frontcabin",3.34314,3.415054
"897",21.73,"frontcabin",3.410995,3.393433
"898",21.754,"frontcabin",3.435287,3.462051
"899",21.776,"frontcabin",3.453735,3.522995
"900",21.798,"frontcabin",3.463196,3.503448
"901",21.821,"frontcabin",3.417648,3.485947
"902",21.842,"frontcabin",3.518723,3.294067
"903",21.864,"frontcabin",3.598251,3.329147
"904",21.886,"frontcabin",3.578094,3.401642
"905",21.909,"frontcabin",3.402435,3.43277
"906",21.931,"frontcabin",3.453445,3.343185
"907",21.955,"frontcabin",3.362503,3.300308
"908",21.975,"frontcabin",3.30217,3.411865
"909",21.999,"frontcabin",3.289154,3.452103
"910",22.021,"frontcabin",3.360992,3.288269
"911",22.042,"frontcabin",3.366119,3.294739
"912",22.064,"frontcabin",3.221909,3.288376
"913",22.087,"frontcabin",3.227432,3.278305
"914",22.108,"frontcabin",3.312683,3.355621
"915",22.131,"frontcabin",3.325195,3.376694
"916",22.153,"empty",3.351181,3.393707
"917",22.176,"empty",3.316833,3.289291
"918",22.198,"empty",3.400528,3.29071
"919",22.22,"rightwall1",3.315552,3.215836
"920",22.242,"rightwall1",3.332047,3.253479
"921",22.264,"empty",3.199081,3.228714
"922",22.287,"S16_C",3.198395,3.306625
"923",22.309,"rightwall1",3.094238,3.318024
"924",22.331,"empty",3.217545,3.3629
"925",22.354,"empty",3.155746,3.111862
"926",22.376,"S16_C",3.073441,3.236801
"927",22.398,"S16_C",3.144974,2.9776
"928",22.42,"frontcabin",3.242249,3.038177
"931",22.488,"empty",3.421326,3.368698
"932",22.51,"rightwall2",3.276566,3.512802
"933",22.532,"rightwall2",3.37973,3.348679
"934",22.554,"rightwall2",3.439911,3.292984
"935",22.577,"rightwall2",3.458603,3.510147
"936",22.599,"rightwall2",3.666595,3.201157
"937",22.62,"empty",3.498718,3.337219
"938",22.643,"rightwall2",3.293365,3.351761
"939",22.666,"empty",2.935226,3.339523
"940",22.688,"empty",3.375336,3.139313
"941",22.71,"empty",3.362595,3.322174
"942",22.733,"empty",3.638657,3.374344
"943",22.754,"S28_C",3.56308,3.40657
"944",22.776,"S28_C",3.523056,3.283524
"945",22.801,"rightwall2",3.497879,3.265442
"946",22.824,"S28_C",3.343048,3.407486
"947",22.845,"S28_C",3.375046,3.342102
"948",22.868,"empty",3.350464,3.356323
"949",22.891,"empty",3.420319,3.375275
"950",22.921,"rightwall2",3.512466,3.430405
"951",22.954,"S28_C",3.554489,3.538055
"952",22.988,"S28_C",3.379364,3.536072
"953",23.021,"S28_C",3.467361,3.551849
"954",23.054,"S28_C",3.46907,3.51033
"955",23.087,"S28_C",3.429291,3.459442
"956",23.12,"S28_C",3.168076,3.812378
"957",23.153,"S28_C",3.379761,3.555023
"958",23.187,"S28_C",3.497253,3.569687
"959",23.22,"S28_C",3.564178,3.336365
"960",23.254,"table24",3.479279,3.531891
"961",23.287,"S28_C",3.469757,3.455688
"962",23.322,"S28_C",3.490677,3.483353
"963",23.355,"S28_C",3.465195,3.487823
"964",23.388,"S28_C",3.56723,3.578842
"965",23.421,"S28_C",3.498352,3.501602
"966",23.454,"S28_C",3.559799,3.527847
"967",23.487,"S28_C",3.531158,3.516083
"968",23.521,"S28_C",3.488281,3.544739
"969",23.554,"S28_C",3.593521,3.480911
"970",23.587,"S28_C",3.332397,3.337173
"971",23.621,"S28_C",3.468903,3.275421
"972",23.643,"S28_C",3.281418,2.958969
"975",23.71,"empty",3.654572,3.625641
"976",23.732,"rightwall2",3.626144,3.564468
"977",23.754,"rightwall2",3.657288,3.692154
"978",23.777,"rightwall2",3.631882,3.643967
"979",23.798,"S28_C",3.609161,3.660995
"980",23.821,"S28_C",3.631561,3.642151
"981",23.843,"S28_C",3.603104,3.641602
"982",23.865,"S28_C",3.599228,3.647781
"983",23.888,"S28_C",3.612167,3.664597
"984",23.909,"rightwall2",3.609894,3.667953
"985",23.932,"rightwall2",3.61116,3.718399
"986",23.954,"rightwall2",3.712662,3.719681
"987",23.977,"chair28",3.662262,3.884842
"988",23.998,"chair27",3.703568,3.620041
"989",24.02,"rightwall2",3.682373,3.777313
"990",24.043,"empty",3.684677,3.76178
"991",24.066,"empty",3.709045,3.815964
"992",24.088,"empty",3.722031,3.797592
"993",24.11,"empty",3.744659,3.773239
"994",24.131,"empty",3.715683,3.743774
"995",24.153,"rightwall2",3.768341,3.746292
"996",24.177,"rightwall2",3.794571,3.680145
"997",24.2,"chair28",3.781357,3.692505
"998",24.223,"chair28",3.787079,3.711777
"999",24.245,"chair28",3.607925,4.026505
"1000",24.268,"empty",3.574036,3.999329
"1001",24.291,"empty",3.688324,3.970856
"1002",24.314,"chair27",3.628433,4.012238
"1003",24.338,"empty",3.639954,3.947464
"1004",24.36,"empty",3.638763,3.949982
"1005",24.386,"empty",3.691132,3.97168
"1006",24.409,"chair27",3.670715,3.970688
"1007",24.427,"chair27",3.673767,3.989517
"1008",24.451,"chair27",3.667557,4.004135
"1009",24.471,"chair27",3.599579,3.586472
"1010",24.495,"S28_C",3.373154,3.589523
"1011",24.522,"FloorRightSide",3.496826,3.527557
"1012",24.545,"FloorRightSide",3.499115,3.571701
"1013",24.569,"chair27",3.503143,3.532104
"1014",24.591,"table24",3.511353,3.538193
"1015",24.614,"FloorRightSide",3.546524,3.534882
"1016",24.636,"FloorRightSide",3.565964,3.567123
"1017",24.659,"FloorRightSide",3.52243,3.544479
"1018",24.682,"FloorRightSide",3.480392,3.520477
"1019",24.705,"FloorRightSide",3.484558,3.486679
"1020",24.731,"FloorRightSide",3.505783,3.456787
"1021",24.753,"FloorRightSide",3.503632,3.437042
"1022",24.776,"FloorRightSide",3.491089,3.427032
"1023",24.798,"FloorRightSide",3.469009,3.427216
"1024",24.82,"FloorRightSide",3.470398,3.425201
"1025",24.842,"FloorRightSide",3.444946,3.430634
"1026",24.865,"FloorRightSide",3.436722,3.433212
"1027",24.887,"FloorRightSide",3.445465,3.434341
"1028",24.909,"FloorRightSide",3.44873,3.434158
"1029",24.932,"FloorRightSide",3.446854,3.443771
