"","time","gaze_target","left.pupil_diameter_mm","right.pupil_diameter_mm"
"27009",643.453,"table22",3.632843,3.784302
"27010",643.474,"table21",3.633255,3.786819
"27011",643.497,"table21",3.643341,3.78746
"27012",643.518,"table22",3.651077,3.796356
"27013",643.54,"table22",3.661133,3.805847
"27014",643.563,"table22",3.667801,3.811096
"27015",643.585,"table22",3.680481,3.813843
"27016",643.607,"table22",3.689682,3.811035
"27017",643.63,"table22",3.692642,3.800049
"27018",643.65,"table22",3.69519,3.79071
"27019",643.674,"table22",3.714783,3.792831
"27020",643.697,"table22",3.73204,3.793137
"27021",643.719,"table22",3.72377,3.801483
"27022",643.741,"table22",3.720627,3.780289
"27023",643.764,"table22",3.720596,3.802979
"27024",643.784,"table22",3.716232,3.804733
"27025",643.808,"table22",3.700668,3.8013
"27026",643.83,"table22",3.688614,3.76976
"27027",643.852,"table22",3.675934,3.746353
"27028",643.874,"S24_C",3.690552,3.734802
"27029",643.897,"S24_C",3.681091,3.723526
"27030",643.918,"S24_C",3.656631,3.709137
"27031",643.941,"S24_C",3.673065,3.686966
"27032",643.964,"S24_C",3.680023,3.686691
"27033",643.986,"S24_C",3.65535,3.677795
"27034",644.007,"S24_C",3.702515,3.604889
"27035",644.03,"S24_C",3.56813,3.732849
"27036",644.052,"SM_Heizkörper3",3.704941,3.63063
"27037",644.074,"leftwall",3.723175,3.622681
"27038",644.097,"window1",3.679184,3.564011
"27039",644.119,"leftwall",3.726089,3.585831
"27040",644.141,"window1",3.615738,3.577896
"27041",644.164,"window1",3.682816,3.572647
"27042",644.184,"window1",3.687027,3.580948
"27043",644.208,"window1",3.763824,3.582809
"27044",644.231,"window1",3.716064,3.584183
"27045",644.254,"window1",3.705704,3.590149
"27046",644.275,"window1",3.697098,3.595718
"27047",644.298,"leftwall",3.71846,3.612061
"27048",644.32,"leftwall",3.70517,3.615402
"27049",644.342,"leftwall",3.70134,3.612106
"27050",644.364,"leftwall",3.702194,3.609955
"27051",644.388,"leftwall",3.660202,3.606552
"27052",644.41,"window1",3.642258,3.555573
"27053",644.433,"window1",3.574295,3.740341
"27054",644.454,"S11_C",3.731094,3.449982
"27055",644.476,"S13_C",3.412216,3.66391
"27056",644.497,"S14_C",3.668259,3.654526
"27057",644.518,"S14_C",3.742142,3.764771
"27058",644.541,"FloorFront",3.79213,3.665695
"27059",644.562,"table12",3.85376,3.729614
"27060",644.584,"FrontWall",3.792114,3.669144
"27061",644.607,"FrontWall",3.697983,3.724747
"27062",644.63,"FrontWall",3.808945,3.591599
"27063",644.649,"FrontWall",3.787125,3.571747
"27064",644.671,"FrontWall",3.784393,3.692673
"27065",644.693,"FrontWall",3.712845,3.73877
"27066",644.715,"FrontWall",3.647461,3.701965
"27067",644.737,"FrontWall",3.599152,3.586044
"27068",644.76,"FrontWall",3.49675,3.678391
"27069",644.781,"FrontWall",3.571564,3.55954
"27070",644.803,"FrontWall",3.403168,3.543655
"27071",644.824,"FrontWall",3.459869,3.441895
"27072",644.845,"FrontWall",3.366882,3.517624
"27073",644.868,"FrontWall",3.523682,3.517471
"27074",644.891,"FrontWall",3.494385,3.556534
"27075",644.912,"FrontWall",3.494812,3.504456
"27076",644.936,"FrontWall",3.525314,3.475388
"27077",644.958,"FrontWall",3.440552,3.51387
"27078",644.98,"FrontWall",3.570679,3.570953
"27079",645.005,"FrontWall",3.568909,3.735214
"27080",645.026,"FrontWall",3.626022,3.610031
"27081",645.048,"FrontWall",3.643356,3.71553
"27082",645.071,"FrontWall",3.515991,3.774124
"27083",645.094,"FrontWall",3.617447,3.709183
"27084",645.116,"FrontWall",3.536087,3.761948
"27085",645.138,"FrontWall",3.491837,3.795914
"27086",645.159,"FrontWall",3.486771,3.583374
"27087",645.181,"FrontWall",3.2285,3.342407
"27089",645.225,"FrontWall",2.734421,2.380066
"27090",645.248,"CartoonTeacher",3.187103,2.79657
"27091",645.271,"SM_Blackboard_Tafel_unten_low_101",3.472031,3.348404
"27092",645.294,"FrontWall",3.529541,3.37709
"27093",645.314,"FrontWall",3.475693,3.464401
"27094",645.337,"FrontWall",3.429184,3.511398
"27095",645.358,"FrontWall",3.499329,3.593796
"27096",645.382,"FrontWall",3.497772,3.452866
"27097",645.404,"FrontWall",3.483246,3.417923
"27098",645.425,"FrontWall",3.552216,3.437866
"27099",645.448,"FrontWall",3.48143,3.470703
"27100",645.47,"SM_Blackboard_Tafel_unten_low_101",3.510498,3.457962
"27101",645.492,"SM_Blackboard_Tafel_unten_low_101",3.517929,3.442322
"27102",645.514,"SM_Blackboard_Tafel_unten_low_101",3.505722,3.491043
"27107",645.622,"CartoonTeacher",2.69809,2.652725
"27108",645.647,"CartoonTeacher",3.19429,3.404205
"27109",645.669,"SM_Blackboard_Tafel_unten_low_101",3.293427,3.434433
"27110",645.691,"SM_Blackboard_Tafel_unten_low_101",3.437256,3.419174
"27111",645.715,"SM_Blackboard_Tafel_unten_low_101",3.358398,3.415207
"27112",645.738,"SM_Blackboard_Tafel_unten_low_101",3.379318,3.290695
"27113",645.762,"SM_Blackboard_Tafel_unten_low_101",3.335785,3.484802
"27114",645.782,"SM_Blackboard_Tafel_unten_low_101",3.359238,3.361969
"27115",645.806,"SM_Blackboard_Tafel_unten_low_101",3.406479,3.415146
"27116",645.828,"SM_Blackboard_Tafel_unten_low_101",3.43071,3.462814
"27117",645.85,"SM_Blackboard_Tafel_unten_low_101",3.508713,3.388443
"27118",645.872,"CartoonTeacher",3.445282,3.453033
"27119",645.895,"CartoonTeacher",3.369781,3.409058
"27120",645.915,"CartoonTeacher",3.496078,3.491074
"27121",645.94,"CartoonTeacher",3.502823,3.532272
"27122",645.962,"SM_Blackboard_Tafel_unten_low_101",3.458267,3.536209
"27123",645.983,"SM_Blackboard_Tafel_unten_low_101",3.435638,3.438324
"27124",646.005,"CartoonTeacher",3.544144,3.497345
"27127",646.071,"CartoonTeacher",2.799545,2.996231
"27128",646.094,"CartoonTeacher",3.496765,3.421005
"27129",646.115,"CartoonTeacher",3.589371,3.443573
"27130",646.133,"CartoonTeacher",3.408661,3.464066
"27131",646.156,"CartoonTeacher",3.375366,3.348984
"27132",646.18,"CartoonTeacher",3.366196,3.294937
"27133",646.201,"CartoonTeacher",3.439041,3.37587
"27134",646.223,"CartoonTeacher",3.410828,3.466125
"27135",646.246,"CartoonTeacher",3.442108,3.494766
"27136",646.268,"CartoonTeacher",3.491486,3.49057
"27137",646.291,"CartoonTeacher",3.392868,3.477158
"27138",646.313,"CartoonTeacher",3.469437,3.472336
"27139",646.334,"CartoonTeacher",3.508972,3.42865
"27140",646.357,"CartoonTeacher",3.527069,3.429672
"27141",646.381,"CartoonTeacher",3.517365,3.437225
"27142",646.401,"CartoonTeacher",3.528259,3.445328
"27143",646.423,"CartoonTeacher",3.536179,3.453598
"27144",646.447,"CartoonTeacher",3.536484,3.453476
"27145",646.468,"CartoonTeacher",3.561768,3.457458
"27146",646.49,"CartoonTeacher",3.559875,3.456894
"27147",646.513,"CartoonTeacher",3.552597,3.472
"27148",646.534,"CartoonTeacher",3.553116,3.454834
"27149",646.556,"CartoonTeacher",3.518448,3.417648
"27150",646.579,"CartoonTeacher",3.516983,3.446335
"27151",646.601,"CartoonTeacher",3.507263,3.458511
"27152",646.623,"CartoonTeacher",3.459793,3.501236
"27157",646.736,"CartoonTeacher",3.185272,2.697906
"27158",646.759,"CartoonTeacher",3.301331,3.400391
"27159",646.782,"CartoonTeacher",3.527023,3.48526
"27160",646.806,"CartoonTeacher",3.498917,3.54361
"27161",646.828,"CartoonTeacher",3.516708,3.522812
"27162",646.848,"CartoonTeacher",3.511169,3.503098
"27163",646.871,"CartoonTeacher",3.510651,3.450745
"27164",646.895,"CartoonTeacher",3.521744,3.462006
"27165",646.916,"CartoonTeacher",3.489441,3.550934
"27166",646.938,"CartoonTeacher",3.502533,3.539764
"27167",646.959,"CartoonTeacher",3.503799,3.570389
"27168",646.981,"CartoonTeacher",3.513092,3.602814
"27169",647.004,"CartoonTeacher",3.520737,3.581772
"27170",647.024,"CartoonTeacher",3.527084,3.592255
"27171",647.044,"CartoonTeacher",3.529831,3.59996
"27172",647.067,"CartoonTeacher",3.535812,3.622879
"27173",647.09,"CartoonTeacher",3.53154,3.634079
"27174",647.111,"CartoonTeacher",3.543259,3.677567
"27175",647.132,"CartoonTeacher",3.543396,3.690979
"27176",647.156,"CartoonTeacher",3.543777,3.692993
"27177",647.178,"CartoonTeacher",3.547302,3.702164
"27178",647.2,"CartoonTeacher",3.560989,3.707199
"27179",647.223,"CartoonTeacher",3.560501,3.707642
"27180",647.246,"CartoonTeacher",3.560211,3.706604
"27181",647.267,"CartoonTeacher",3.552475,3.702347
"27182",647.288,"CartoonTeacher",3.55159,3.69754
"27183",647.312,"CartoonTeacher",3.551514,3.692627
"27184",647.333,"CartoonTeacher",3.551498,3.677734
"27185",647.355,"CartoonTeacher",3.552078,3.655502
"27186",647.38,"CartoonTeacher",3.545135,3.632645
"27187",647.399,"CartoonTeacher",3.524429,3.606018
"27188",647.422,"CartoonTeacher",3.53038,3.588547
"27189",647.445,"CartoonTeacher",3.534897,3.550781
"27190",647.466,"CartoonTeacher",3.537659,3.544983
"27191",647.49,"CartoonTeacher",3.537689,3.527863
"27192",647.512,"CartoonTeacher",3.539734,3.506134
"27193",647.534,"CartoonTeacher",3.554794,3.477631
"27194",647.556,"CartoonTeacher",3.615677,3.564789
"27195",647.578,"CartoonTeacher",3.148926,3.082199
"27199",647.668,"SM_Blackboard_Tafel_unten_low_101",3.449417,2.944885
"27200",647.69,"SM_Blackboard_Tafel_unten_low_101",3.440079,3.262543
"27201",647.713,"SM_Blackboard_Tafel_unten_low_101",3.57518,3.420456
"27202",647.734,"SM_Blackboard_Tafel_unten_low_101",3.326996,3.354752
"27203",647.756,"SM_Blackboard_Tafel_unten_low_101",3.397659,3.388336
"27204",647.778,"SM_Blackboard_Tafel_unten_low_101",3.486038,3.455429
"27205",647.8,"SM_Blackboard_Tafel_unten_low_101",3.387817,3.446655
"27206",647.825,"SM_Blackboard_Tafel_unten_low_101",3.532516,3.461792
"27207",647.848,"CartoonTeacher",3.535126,3.51445
"27208",647.872,"CartoonTeacher",3.465469,3.538483
"27209",647.896,"SM_Blackboard_Tafel_unten_low_101",3.410645,3.527222
"27210",647.918,"FrontWall",3.518906,3.561508
"27211",647.941,"Screen_95",3.639618,3.540955
"27212",647.966,"Screen_95",3.677383,3.577118
"27213",648,"Screen_95",3.610458,3.61879
"27214",648.035,"Screen_95",3.5811,3.62616
"27215",648.067,"Screen_95",3.596375,3.616516
"27216",648.1,"Screen_95",3.59726,3.625595
"27217",648.134,"Screen_95",3.601151,3.626648
"27218",648.167,"Screen_95",3.600266,3.620911
"27219",648.2,"Screen_95",3.590149,3.615524
"27220",648.234,"Screen_95",3.571442,3.617767
"27221",648.267,"Screen_95",3.574524,3.545227
"27222",648.301,"Screen_95",3.546158,3.543152
"27223",648.333,"Screen_95",3.528015,3.54364
"27224",648.367,"Screen_95",3.527451,3.466965
"27225",648.4,"Screen_95",3.464676,3.441208
"27226",648.434,"Screen_95",3.442123,3.433746
"27227",648.468,"Screen_95",3.426956,3.420868
"27228",648.5,"Screen_95",3.393829,3.365082
"27229",648.534,"Screen_95",3.356827,3.371643
"27230",648.568,"Screen_95",3.356369,3.385788
"27231",648.601,"Screen_95",3.344559,3.406021
"27232",648.634,"FrontWall",3.289001,3.398148
"27233",648.667,"CartoonTeacher",3.291351,3.345383
"27234",648.701,"CartoonTeacher",3.349228,3.303574
"27235",648.723,"SM_Blackboard_Tafel_unten_low_101",3.350357,3.305695
"27236",648.746,"SM_Blackboard_Tafel_unten_low_101",3.339569,3.321091
"27237",648.768,"SM_Blackboard_Tafel_unten_low_101",3.347092,3.327621
"27238",648.791,"SM_Blackboard_Tafel_unten_low_101",3.365036,3.341461
"27239",648.812,"FrontWall",3.371948,3.352997
"27240",648.835,"FrontWall",3.551086,3.413971
"27241",648.856,"FrontWall",3.546814,3.422226
"27242",648.879,"FrontWall",3.572205,3.445908
"27243",648.901,"FrontWall",3.560699,3.466125
"27244",648.923,"FrontWall",3.56134,3.46907
"27245",648.945,"FrontWall",3.636383,3.520416
"27246",648.969,"FrontWall",3.593323,3.555954
"27247",648.989,"FrontWall",3.596085,3.542496
"27248",649.011,"FrontWall",3.587769,3.548553
"27249",649.035,"FrontWall",3.58905,3.553024
"27250",649.055,"FrontWall",3.564362,3.59285
"27251",649.077,"FrontWall",3.573166,3.51236
"27252",649.1,"FrontWall",3.544525,3.530197
"27253",649.123,"FrontWall",3.53656,3.567993
"27254",649.145,"FrontWall",3.523972,3.554108
"27255",649.167,"FrontWall",3.535095,3.582977
"27256",649.19,"FrontWall",3.576294,3.584946
"27257",649.213,"FrontWall",3.585114,3.566681
"27258",649.236,"FrontWall",3.578461,3.562134
"27259",649.256,"FrontWall",3.578827,3.567902
"27260",649.281,"FrontWall",3.586594,3.567108
"27261",649.305,"FrontWall",3.586029,3.559402
"27262",649.326,"FrontWall",3.571136,3.567307
"27263",649.348,"FrontWall",3.547943,3.563141
"27264",649.371,"FrontWall",3.548096,3.555389
"27265",649.393,"FrontWall",3.55304,3.554337
"27266",649.414,"FrontWall",3.544617,3.553375
"27267",649.437,"FrontWall",3.568039,3.547989
"27268",649.458,"FrontWall",3.566269,3.539658
"27269",649.481,"FrontWall",3.466599,3.537796
"27270",649.505,"FrontWall",3.520874,3.533356
"27271",649.524,"FrontWall",3.511841,3.53479
"27272",649.547,"FrontWall",3.532196,3.543625
"27273",649.57,"FrontWall",3.527573,3.539398
"27274",649.593,"FrontWall",3.538864,3.540009
"27275",649.614,"FrontWall",3.530914,3.552078
"27276",649.637,"FrontWall",3.533752,3.569244
"27277",649.657,"FrontWall",3.525742,3.579208
"27278",649.678,"FrontWall",3.576752,3.578735
"27279",649.7,"FrontWall",3.571884,3.586716
"27280",649.721,"FrontWall",3.628815,3.583176
"27281",649.743,"FrontWall",3.606476,3.574326
"27282",649.767,"FrontWall",3.586731,3.533905
"27283",649.788,"FrontWall",3.595291,3.589859
"27284",649.811,"FrontWall",3.552658,3.503525
"27285",649.833,"FrontWall",3.557587,3.513626
"27286",649.855,"FrontWall",3.564407,3.529327
"27287",649.877,"FrontWall",3.563141,3.534393
"27288",649.9,"FrontWall",3.564133,3.529892
"27289",649.922,"FrontWall",3.56427,3.53064
"27290",649.944,"FrontWall",3.57872,3.534454
"27291",649.967,"FrontWall",3.603043,3.518097
"27292",649.988,"FrontWall",3.602859,3.530716
"27293",650.011,"FrontWall",3.608093,3.540009
"27294",650.034,"FrontWall",3.606384,3.581039
"27295",650.055,"FrontWall",3.599045,3.578598
"27296",650.077,"FrontWall",3.598999,3.573151
"27297",650.101,"FrontWall",3.609787,3.570679
"27298",650.123,"FrontWall",3.662338,3.607941
"27299",650.144,"FrontWall",3.631546,3.58696
"27300",650.166,"FrontWall",3.64151,3.669907
"27301",650.19,"FrontWall",3.695313,3.637527
"27302",650.213,"FrontWall",3.636124,3.658722
"27303",650.236,"FrontWall",3.678101,3.635788
"27304",650.258,"FrontWall",3.711014,3.66008
"27305",650.281,"FrontWall",3.75647,3.665268
"27306",650.304,"FrontWall",3.739166,3.666458
"27307",650.327,"FrontWall",3.735138,3.644821
"27308",650.349,"FrontWall",3.606964,3.750717
"27309",650.372,"CartoonTeacher",3.641769,3.743851
"27310",650.394,"CartoonTeacher",3.561127,3.745438
"27311",650.415,"CartoonTeacher",3.578247,3.725433
"27312",650.439,"CartoonTeacher",3.572021,3.735764
"27313",650.462,"CartoonTeacher",3.667938,3.738129
"27314",650.483,"CartoonTeacher",3.674042,3.74054
"27315",650.506,"CartoonTeacher",3.6763,3.743286
"27316",650.527,"CartoonTeacher",3.670624,3.740051
"27317",650.549,"CartoonTeacher",3.554321,3.638031
"27318",650.572,"CartoonTeacher",3.649002,3.659698
"27319",650.594,"CartoonTeacher",3.672272,3.624329
"27320",650.614,"CartoonTeacher",3.69017,3.756744
"27321",650.636,"CartoonTeacher",3.603622,3.716034
"27322",650.657,"CartoonTeacher",3.708817,3.68544
"27323",650.679,"CartoonTeacher",3.624374,3.617798
"27324",650.7,"CartoonTeacher",3.551941,3.66066
"27325",650.723,"CartoonTeacher",3.533524,3.671555
"27326",650.746,"CartoonTeacher",3.574249,3.601257
"27327",650.768,"CartoonTeacher",3.444214,3.640869
"27328",650.79,"CartoonTeacher",3.556076,3.612305
"27329",650.812,"CartoonTeacher",3.627243,3.659622
"27330",650.834,"CartoonTeacher",3.668442,3.64183
"27331",650.855,"CartoonTeacher",3.639435,3.634766
"27332",650.877,"CartoonTeacher",3.616074,3.63382
"27333",650.9,"CartoonTeacher",3.608887,3.62822
"27334",650.922,"CartoonTeacher",3.596527,3.618118
"27335",650.943,"CartoonTeacher",3.583588,3.590927
"27336",650.966,"CartoonTeacher",3.581024,3.579269
"27337",650.987,"CartoonTeacher",3.651108,3.657196
"27338",651.01,"CartoonTeacher",3.804626,3.79155
"27339",651.032,"table12",3.659134,3.784485
"27340",651.055,"S14_C",3.624603,3.732101
"27341",651.077,"S14_C",3.658676,3.786682
"27342",651.099,"S14_C",3.724945,3.923828
"27343",651.122,"S14_C",3.544281,3.842178
"27344",651.146,"S14_C",3.683167,3.77594
"27345",651.169,"S14_C",3.617554,3.709991
"27346",651.19,"S14_C",3.703918,3.641708
"27347",651.213,"S14_C",3.710999,3.748642
"27348",651.236,"S14_C",3.828598,3.733475
"27349",651.259,"S14_C",3.683456,3.749863
"27350",651.281,"S14_C",3.681183,3.75795
"27351",651.306,"S14_C",3.585052,3.686874
"27352",651.328,"S14_C",3.610962,3.739624
"27353",651.35,"S14_C",3.628372,3.701233
"27354",651.372,"S14_C",3.537643,3.705383
"27355",651.396,"S14_C",3.525848,3.76973
"27356",651.418,"S14_C",3.678177,3.779846
"27357",651.439,"S14_C",3.607498,3.732544
"27358",651.462,"S14_C",3.532623,3.665039
"27359",651.483,"S14_C",3.518753,3.779938
"27360",651.505,"S14_C",3.52739,3.707703
"27361",651.528,"S14_C",3.53479,3.748154
"27362",651.55,"S14_C",3.533676,3.640778
"27363",651.572,"S14_C",3.636978,3.683151
"27364",651.594,"S14_C",3.59964,3.682205
"27365",651.615,"S14_C",3.599655,3.614243
"27366",651.639,"S14_C",3.587479,3.627029
"27367",651.659,"S14_C",3.526703,3.466766
"27368",651.681,"leftwall_5",3.49263,3.582001
"27369",651.702,"leftwall_5",3.561844,3.629791
"27370",651.724,"leftwall_5",3.506439,3.622787
"27371",651.747,"leftwall_5",3.562485,3.617188
"27372",651.768,"leftwall_5",3.508698,3.608185
"27373",651.789,"leftwall_5",3.496399,3.586121
"27374",651.812,"leftwall_5",3.502289,3.58284
"27375",651.833,"leftwall_5",3.512558,3.537109
"27376",651.855,"leftwall_5",3.502045,3.526627
"27377",651.877,"leftwall_5",3.501923,3.520691
"27378",651.9,"leftwall_5",3.495361,3.491409
"27379",651.922,"leftwall_5",3.494125,3.492661
"27380",651.943,"leftwall_5",3.483154,3.477753
"27381",651.967,"leftwall_5",3.480698,3.478882
"27382",651.989,"leftwall_5",3.486282,3.481415
"27383",652.011,"leftwall_5",3.480377,3.483459
"27384",652.034,"leftwall_5",3.475037,3.493301
"27385",652.056,"leftwall_5",3.473068,3.481781
"27386",652.078,"leftwall_5",3.465088,3.482544
"27387",652.099,"leftwall_5",3.465134,3.483978
"27388",652.123,"leftwall_5",3.461166,3.482025
"27389",652.145,"leftwall_5",3.453293,3.462982
"27390",652.166,"leftwall_5",3.454254,3.448059
"27391",652.189,"leftwall_5",3.456955,3.448761
"27392",652.213,"leftwall_5",3.369919,3.403427
"27393",652.236,"leftwall_5",3.337784,3.358963
"27394",652.259,"leftwall_5",2.663147,3.162491
"27397",652.324,"leftwall_5",2.387451,3.030945
"27398",652.348,"leftwall_5",2.956772,3.154099
"27399",652.37,"leftwall_5",3.173843,3.256302
"27400",652.392,"leftwall_5",3.117065,3.331055
"27401",652.413,"S14_C",3.264175,3.23877
"27402",652.436,"S14_C",3.307404,3.381393
"27403",652.457,"S14_C",3.340897,3.24324
"27404",652.48,"S14_C",3.361908,3.277206
"27405",652.502,"S14_C",3.40686,3.291077
"27406",652.522,"S14_C",3.387955,3.291473
"27407",652.545,"S14_C",3.378586,3.293518
"27408",652.566,"S14_C",3.371506,3.292206
"27409",652.589,"S14_C",3.498093,3.305618
"27410",652.611,"S14_C",3.422577,3.464188
"27411",652.632,"S14_C",3.372726,3.483582
"27412",652.654,"S14_C",3.404678,3.487289
"27413",652.675,"S14_C",3.401596,3.475296
"27414",652.698,"S14_C",3.401291,3.482758
"27415",652.72,"S14_C",3.377441,3.486557
"27416",652.743,"S14_C",3.376221,3.495804
"27417",652.765,"S14_C",3.393265,3.524399
"27418",652.787,"S14_C",3.393219,3.524231
"27419",652.808,"S14_C",3.427597,3.553131
"27420",652.831,"S14_C",3.440872,3.566025
"27421",652.854,"S14_C",3.440506,3.576645
"27422",652.875,"S14_C",3.439148,3.577652
"27423",652.898,"S14_C",3.439728,3.569
"27424",652.919,"S14_C",3.44014,3.568222
"27425",652.942,"S14_C",3.440048,3.575851
"27426",652.964,"S14_C",3.435364,3.583389
"27427",652.988,"S14_C",3.434082,3.596939
"27428",653.009,"S14_C",3.440582,3.613403
"27429",653.032,"S14_C",3.503555,3.626236
"27430",653.055,"S14_C",3.517502,3.579041
"27431",653.077,"S14_C",3.46196,3.52182
"27432",653.099,"S14_C",3.034897,3.598724
"27437",653.213,"S14_C",2.958206,3.114563
"27438",653.237,"S14_C",3.155304,3.498032
"27439",653.256,"S14_C",3.242722,3.59491
"27440",653.279,"S14_C",3.109726,3.611847
"27441",653.302,"S14_C",3.353836,3.577805
"27442",653.324,"S14_C",3.573013,3.581085
"27443",653.345,"S14_C",3.552765,3.573273
"27444",653.368,"S14_C",3.608856,3.594727
"27445",653.39,"S14_C",3.621597,3.596848
"27446",653.412,"S14_C",3.593918,3.596695
"27447",653.433,"S14_C",3.588867,3.583755
"27448",653.455,"S14_C",3.475708,3.592056
"27449",653.476,"S14_C",3.586578,3.597137
"27450",653.498,"S14_C",3.616669,3.619797
"27451",653.52,"S14_C",3.637726,3.621811
"27452",653.541,"S14_C",3.63353,3.630081
"27453",653.565,"S14_C",3.662766,3.669342
"27454",653.585,"S14_C",3.636826,3.670532
"27455",653.608,"S14_C",3.657593,3.689636
"27456",653.63,"S14_C",3.654938,3.693649
"27457",653.654,"S14_C",3.634079,3.697906
"27458",653.674,"S14_C",3.63533,3.705322
"27459",653.698,"S14_C",3.655319,3.706497
"27460",653.722,"S14_C",3.668884,3.707092
"27461",653.743,"S14_C",3.656555,3.716171
"27462",653.765,"S14_C",3.681351,3.717407
"27463",653.786,"S14_C",3.682037,3.718491
"27464",653.808,"S14_C",3.69191,3.726059
"27465",653.831,"S14_C",3.687927,3.730072
"27466",653.854,"S14_C",3.687714,3.725159
"27467",653.875,"S14_C",3.691788,3.725037
"27468",653.897,"S14_C",3.701111,3.725052
"27469",653.919,"S14_C",3.701218,3.715103
"27470",653.941,"S14_C",3.697449,3.712357
"27471",653.964,"S14_C",3.691742,3.71257
"27472",653.986,"S14_C",3.691574,3.710602
"27473",654.009,"S14_C",3.580215,3.613266
"27474",654.032,"S14_C",3.608353,3.62149
"27475",654.054,"S14_C",3.578384,3.620987
"27476",654.077,"S14_C",3.567764,3.62265
"27477",654.099,"S14_C",3.522858,3.622513
"27478",654.122,"S14_C",3.44046,3.66684
"27479",654.146,"S14_C",3.520004,3.668076
"27480",654.168,"S14_C",3.488586,3.677994
"27481",654.19,"S14_C",3.486374,3.680984
"27482",654.213,"S14_C",3.466141,3.684021
"27483",654.236,"S14_C",3.471283,3.699997
"27484",654.259,"S14_C",3.477737,3.703659
"27485",654.28,"S14_C",3.477737,3.708252
"27486",654.303,"S14_C",3.487015,3.718796
"27487",654.324,"S14_C",3.506104,3.717636
"27488",654.347,"S14_C",3.537933,3.718643
"27489",654.369,"S14_C",3.537476,3.719116
"27490",654.39,"S14_C",3.522888,3.723358
"27491",654.414,"S14_C",3.529266,3.744202
"27492",654.437,"S14_C",3.523438,3.745743
"27493",654.464,"S14_C",3.477448,3.745911
"27494",654.482,"S14_C",3.480011,3.769897
"27495",654.505,"S14_C",3.695221,3.584366
"27496",654.527,"leftwall_5",3.699234,3.550308
"27497",654.547,"FrontWall",3.713898,3.658936
"27498",654.569,"CartoonTeacher",3.805176,3.566803
"27499",654.591,"CartoonTeacher",3.481094,3.317032
"27500",654.613,"CartoonTeacher",3.36171,3.364334
"27501",654.634,"FrontWall",3.668808,3.553635
"27502",654.656,"FrontWall",3.751663,3.497147
"27503",654.679,"FrontWall",3.650665,3.478653
"27504",654.701,"FrontWall",3.695572,3.588715
"27505",654.723,"FrontWall",3.47438,3.190369
"27510",654.832,"CartoonTeacher",3.686646,3.213943
"27511",654.853,"CartoonTeacher",3.613159,3.656021
"27512",654.874,"CartoonTeacher",3.652405,3.544952
"27513",654.896,"CartoonTeacher",3.748001,3.592239
"27514",654.918,"FrontWall",3.713196,3.607925
"27515",654.94,"CartoonTeacher",3.703629,3.57399
"27516",654.964,"FrontWall",3.634445,3.599487
"27517",654.986,"CartoonTeacher",3.521103,3.481171
"27518",655.008,"CartoonTeacher",3.58345,3.589783
"27519",655.031,"CartoonTeacher",3.552505,3.600388
"27520",655.055,"CartoonTeacher",3.486313,3.664307
"27521",655.077,"CartoonTeacher",3.525528,3.561676
"27522",655.099,"CartoonTeacher",3.504822,3.567337
"27523",655.123,"CartoonTeacher",3.51355,3.56163
"27524",655.145,"CartoonTeacher",3.477707,3.558929
"27525",655.17,"CartoonTeacher",3.420715,3.510635
"27526",655.193,"CartoonTeacher",3.442947,3.419235
"27527",655.215,"CartoonTeacher",3.471588,3.447815
"27528",655.237,"CartoonTeacher",3.376633,3.552048
"27529",655.259,"SM_Blackboard_Schiene_low_99",3.205673,3.170319
"27534",655.369,"Screen_95",3.580719,3.018967
"27535",655.39,"Screen_95",3.557449,3.632431
"27536",655.414,"Screen_95",3.421448,3.734558
"27537",655.436,"Screen_95",3.433167,3.493576
"27538",655.456,"Screen_95",3.436722,3.498581
"27539",655.478,"Screen_95",3.394669,3.65419
"27540",655.501,"Screen_95",3.470642,3.494629
"27541",655.521,"Screen_95",3.464386,3.327927
"27542",655.542,"Screen_95",3.452469,3.356659
"27543",655.564,"Screen_95",3.457382,3.326263
"27544",655.586,"Screen_95",3.451813,3.334686
"27545",655.608,"Screen_95",3.450653,3.348206
"27546",655.63,"Screen_95",3.450882,3.351257
"27547",655.652,"Screen_95",3.444397,3.3535
"27548",655.674,"Screen_95",3.384445,3.295212
"27549",655.697,"Screen_95",3.30722,3.456558
"27550",655.72,"SM_Blackboard_Tafel_unten_low_101",3.340698,3.386154
"27551",655.743,"CartoonTeacher",3.273209,3.375885
"27552",655.763,"CartoonTeacher",3.238464,3.413162
"27553",655.786,"CartoonTeacher",3.239166,3.385635
"27554",655.807,"CartoonTeacher",3.229706,3.348419
"27555",655.832,"CartoonTeacher",3.213089,3.290024
"27556",655.854,"CartoonTeacher",3.247269,3.244385
"27557",655.875,"SM_Blackboard_Schiene_low_99",3.142654,3.291275
"27558",655.898,"Screen_95",3.410278,3.259918
"27559",655.92,"Screen_95",3.353287,3.29512
"27560",655.941,"Screen_95",3.227692,3.272659
"27561",655.963,"Screen_95",3.237411,3.260422
"27562",655.987,"Screen_95",3.218063,3.254059
"27563",656.009,"Screen_95",3.182663,3.203812
"27564",656.03,"Screen_95",3.055252,3.192947
"27565",656.053,"Screen_95",2.990967,3.212708
"27566",656.074,"Screen_95",3.000244,3.252533
"27567",656.099,"Screen_95",3.277069,3.161057
"27568",656.121,"Screen_95",3.193298,3.207809
